addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,amenity.1,brand.1,check_date,cuisine.1,name.1,opening_hours.1,shop.1,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
,,,,,blue,,,the sell point of this cafe be it 360 degree view over amsterdam it interior be minimalist and stylish a great place to have a dutch cup of coffee while take in the view unfortunately it only open at daytime a evening be reserve for private event,52.367425,,,,,,,,,,3f kalvertoren singel 457,,,,,,,,,4.891445,,m 11001830 tu w f sa 10001830 th 10002100 su 12001830,,,,httpwwwblueamsterdamnl,,,,,drink,31 20 4273901,,,,,,,,,,,,,no,,,,coffee,,chic,,,,,,,,,,,,
,,,,,de jaren,,,a minimal artdeco interior next to hotel deurope and a great view of where all the main canal come together climb the stair to the upper floor the view be well and the crowd surprisingly thinner food be middle and on the pricy side but it a nice place to sip a cup of coffee or tea and read a newspaper,52.36803,,,,,,,de jaren,,,nieuwe doelenstraat 2022,,,,,,,,,4.89524,,,,,,httpwwwcafedejarennl,yes,,,mosu 09002300,drink,31 20 6255771,restaurant,,price pricy,httpswwwcafedejarennl,restaurant,,,,de jaren,mosu 09002300,,,no,,,,coffee,,chic,expensive,,,,,,,,,,outdoor,
,,,,,filter,,,small ecofriendly coffeebar situate in the lobby of hotel ecomama serf great coffee breakfast and a small selection of sweet and savoury treat also organic tea juice and the best grilledcheese sandwich have a relaxed morning on the sunny terrace or enjoy art by start dutch artist,52.36971,,,,,,,,,,valkenburgerstraat 124,,,,,,,,,4.90692,,8001700,,,,httpwwwfilteramsterdamnl,,,,,drink,31 20 2611434,,,,,,,,,,,,,no,,,,coffee,indie,casual,,,,,,,,,,,,
,,,recommend,,hannekes boom,,,one of amsterdam hidden secret hannekes boom be a cosy somewhat ramshackle bar with a waterfront along the ij it a great place to just hang out and have a beer not for clubbers but for those look for a relax underground atmosphere and live music it be centrally locate but off the tourist path so it have a local feel to it outdoor seat be available but you have to order your drink inside if you want to eat make a reservation in advance though the food be nothing special,52.37626,,,,,,,hannekes boom,,,dijksgracht 4,,,,international,,,,,4.91155,,suth 11000100 f sa 11000300,,,,httpwwwhannekesboomnl,,,,mothsu 11000100 frsa 11000300,drink,31 20 4199820,restaurant,,,httpshannekesboomnl,restaurant,,,international,hannekes boom,mothsu 11000100 frsa 11000300,,,no,,,,beer,indie,intimate,,,,,,,,,,,outdoor,
,,,,,brouwerij de prael,,,a brewery taste room and beer shop all in one,52.37534,,,,,,,,,,oudezijds voorburgwal 2630,,,,,,,,,4.89964,,beer shop 12001900 taste room tusa 12002400 su 12002300,,,,httpdepraelnl,,,,,drink,31 20 4084469,,,brewery tour €750 or €1650 beer taste with four beer €10,,,,,,,,,,no,,,,beer,,casual,cheap,,,,,,,,,,,
,,,,,crack kettle,,,this beer wine and spirit shop carry independent unique and rare bottle the staff be friendly but the space be quite confine and obtain bottle from the very top shelf require assistance and a dust rag,52.37017,,,,,,,,,,raamsteeg 3,,,,,,,,,4.8887,,12002200 daily,,,,httpwwwcrackedkettlecom,,,,,drink,,,,,,,,,,,,,,no,,,,beer,,intimate,,,,,,,,,,,,
,,,,,de bierkoning,,,not a café but a supermarket specialized in beer it have over a thousand beer about half of it dutch,52.37229,,,,,yes,,de bierkoning,,,paleisstraat 125,,,,,,alcohol,,,4.88987,,,,,,httpwwwdebierkoningnl,,,,mosa 11001900 su 13001800,drink,31 20 6252336,,,,httpsbierkoningnl,,,,,de bierkoning,mosa 11001900 su 13001800,alcohol,,no,,,,beer,,casual,,,,,,,,,,,,
,,,,,in de wildeman,,,a very well stock beer café or actually beer taste room bierproeflokaal in the centre of the inner city 17 beer usually from various country and a cider on draught and about 250 different bottle beer offer there be no music played which make for a very friendly and talkative atmosphere and it have a separate nonsmoking room,52.37617,,,,,,,,,,kolksteeg 3,,,,,,,,,4.89513,,,,,,httpwwwindewildemannl,,,,,drink,31 20 6382348,,,,,,,,,,,,,no,,,,beer,,casual,,,,,,,,,,,,
,,,,,wynand fockink,,,wynand fockink be a distillery that start in 1679 they offer distillery tour but you must reserve at least a week in advance a they fill up quickly it be also a taste room and a liquor store they have numerous liquor brandy and jenevers and encourage you to try them all it be traditional to stoop and sip the first drink and not spill great liquor and a good time in the back alley of amsterdam,52.37224,,,,,,,,,,pijlsteeg 31,,,,,,,,,4.89537,,,,,,httpwwwwynandfockinknl,,,,,drink,31 20 6392695,,,,,,,,,,,,,no,,,,liquor,,intimate,,,,,,,,,,,,
,,,,,belgique,,,one of the small bar in amsterdam there be seat for at most 15 people specialise in belgian beer extensive menu that include some hard to find beer on tap this place be smoke friendly so dont be surprised to see people roll joint a they drink,52.37434,,,,,,,,,,gravenstraat 2,,,,,,,,,4.89304,,14000100 daily,,,,httpcafebelgiquenl,,,,,drink,31 20 6251974,,,,,,,,,,,,,no,,,,beer,indie,intimate,,,,,,,,,,,,
,,,,,cuba,,,great bar really nice atmosphere close to the red light district with a nice terrace in the summer selection of cheap cocktail and long island ice tea,52.37268,,,,,,,café cuba,,,nieuwmarkt 3,,,,,,,,,4.90106,,,,,,,,,,,drink,,cafe,,,,cafe,,,,café cuba,,,,no,,,,cocktail,,casual,,,,,,,,,,,,
,,,,,gollem,,,a special beer café serve many beer especially from belgium germany czech republic and other country,52.37029,,,,,,,,,,raamsteeg 4,,,,,,,,,4.88869,,,,,,httpwwwcafegollemnl,,,,,drink,31 6 53780273,,,,,,,,,,,,,no,,,,beer,,intimate,,,,,,,,,,,,
,,,,,katoen,,,close to the southern part of the canal district alternative music and cosy atmosphere also in the evening,52.36782,,,,,,,,,,oude turfmarkt 153,,,,,,,,,4.89408,,,,,,httpcafekatoennlen,,,,,drink,31 20 6262635,,,,,,,,,,,,,no,,,,beer,indie,intimate,,,,,,,,,,,,
,,,,,molly malone irish pub,,,authentic irish pub with food mix of expatriate local and tourist friendly staff situate on a canal off the zeedijk close to centraal station and warmoesstraat open every night live music in the weekend and largescreen television,52.37612,,,,,,,,,,oudezijds kolk 9,,,,,,,,,4.90148,,,,,,httpwwwmollyinamsterdamcom,,,,,drink,31 20 6241150,,,,,,,,,,,,,no,,,,beer,folk,casual,,,,,,,,,,,,
,,,,,schuim,,,the super comfy cafe be a great place to spend entire rainy day at a time it heat up quite a bit at night pot smoking seem to be tolerate even though schuim be definitely not a coffeeshop,52.37209,,,,,yes,,schuim,,,spuistraat 189,,,,,,,,,4.88963,,,,,,,,,outside,suth 12000100 frsa 12000300,drink,31 20 6389357,pub,,,,pub,,,,schuim,suth 12000100 frsa 12000300,,,no,,,,coffee,reggae,casual,,,,,,,,,,,,
,,,,,speijk,,,awesome bar with lose of fun artsy crazy local various dj play different style open till late in the morning best place to meet laidback and awesome amsterdammers,52.37182,,,,,,,scheltema,,,nieuwesijdsvoorburgwal 260,,,,,,,,,4.89033,,,,,,,,,,,drink,,cafe,,,,cafe,,,,scheltema,,,,no,,,,beer,electronic,casual,,,,,,,,,,,,
,,,,,the tara irish pub,,,quite a large irish pub but it feel homey and cosy the crowd be fairly mixed with expat tourist and the occasional local student two pool table be available bar food be serve but it rather expensive and portion be small,52.370349,,,,,,,,,,rokin 8589,,,,,,,,,4.893094,,suth 11000100 fsa 11000300,,,,httpwwwthetaracom,,,,,drink,31 20 4212654,,,,,,,,,,,,,no,,,,beer,folk,casual,,,,,,,,,,,,
,,,,,bitterzoet,,,this place use to be alternative but change ownership and be now more hip hop and rb orient check their agenda to see what theyre do,52.37739,,,,,,,,,,spuistraat 2,,,,,,,,,4.89414,,,,,,httpwwwbitterzoetcom,,,,,drink,,,,,,,,,,,,,,no,,,,,hiphop,chic,,,,,,,,,,,,
,,,,,winston kingdom,,,music venue and nightclub in the red light district,52.37387,,,,,,,,,,warmoesstraat 131,,,,,,,,,4.89611,,,,,,httpwwwwinstonnl,,,,,drink,,,,,,,,,,,,,,no,,,,beer,rock,casual,,,,,,,,,,,,
,,,,,420 cafe,,,know for their low price,52.37593,,,,,,,420 cafe,,,oudebrugsteeg 27,,,,,,cannabis,,,4.89592,,,,,,httpwww420cafecom,,,,,drink,31 20 6234848,cafe,,,,cafe,,,,420 cafe,,cannabis,,no,,,,beer,,casual,,,,,,,,,,,,
,,,,,abraxas,,,,52.37211,,,,,,,abraxas,,,jonge roelensteeg 1214,,,,,,cannabis,,,4.89122,,10000100 daily,,,,httpwwwabraxastv,,,,mosu 08000100,drink,31 20 6255763,,,,httpswwwabraxastv,,,,,abraxas,mosu 08000100,cannabis,,no,,,,wine,pop,no,,,,,,,,,,,,
,,,,,bluebird,,,one of the best selection of pot in amsterdam,52.36994,,,,,,,bluebird coffeeshop,,,sint antoniesbreestraat 71,,,yes,coffeeshop,,,,,4.90085,,09300100 daily,,,,httpwwwcoffeeshopbluebirdnl,,,separate,mosu 09300100,drink,31 20 6225232,cafe,,,httpwwwcoffeeshopbluebirdnl,cafe,,,coffeeshop,bluebird coffeeshop,mosu 09300100,,,no,,,,beer,reggae,casual,,,,,,,,,,,,
,,,,,de dampkring,,,bought out pink floyd and renovate it the shop be feature in a scene in ocean twelve very decent hashish rifman product rather high price have won the cannabis cup numerous time,52.36796,,,,,,,de dampkring,,,handboogstraat 29,,,,,,,,,4.89034,,10000100 daily,,,,,,,,mosu 10000100,drink,31 20 6380705,,,price not specify,httpdampkringcoffeeshopamsterdamnl,,,,,de dampkring,mosu 10000100,,,no,,,,cannabis,rock,chic,cheap,,,,,,,,,,,
,,,,,the grasshopper,,,on the edge of the red light district have an upperfloor bar,52.37546,,,,,,,the grasshopper,,,nieuwezijds voorburgwal 59,,,,,,,,,4.89747,,suth 08000100 f sa 07000100,,,,httpgrasshoppernl,,,,,drink,,restaurant,,,httpswwwthegrasshoppernl,restaurant,,,,the grasshopper,,,,no,,,,cocktail,jazz,intimate,,,,,,,,,,,,
,,,,,green house,,,usually pretty crowd but when warm or if you can get a seat definitely one of the nice coffeeshops near the red light district also have a bar next door,52.37146,,,,,,,green house,,,oudezijds voorburgwal 191,,,yes,,,cannabis,,,4.89574,,09000100 daily,,,,httpgreenhousetm,,,no,mosu 09000100,drink,31 20 6271739,,,,httpswwwgreenhouseorg,,,,,green house,mosu 09000100,cannabis,,no,,,,coffee,,casual,,,,,,,,,,,,
,,,,,hill street blue,,,lively atmosphere but buy cannabis elsewhere,52.37536,,,,,,,hill street blue,,,warmoesstraat 52a,,,,,,,,,4.89812,,09000100 daily,,,,httpwwwhillstreetbluesnl,,,,suth 12000100 frsa 12000300,drink,,bar,,,httpswwwhillstreetbluescom,bar,,,,hill street blue,suth 12000100 frsa 12000300,,,no,,,,beer,reggae,no,,,,,,,,,,,,
,,,,,homegrown fantasy,,,,52.37497,,,,,,,,,,nieuwezijds voorburgwal 87a,,,,,,,,,4.89222,,mth 12002300 fsu 12002400,,,,httpwwwhomegrownfantasycom,,,,,drink,31 20 6275683,,,,,,,,,,,,,no,,,,,,chic,,,,,,,,,,,,
,,,,,kadinsky,,,it look completely different from before and now have three floor with a slick minimalist designa great place to smoke your good and actually serf a good cup of coffee too,52.37031,,,,,,,kadinsky coffeeshop,,,rosmarijnsteeg 9,,,,,,,,,4.88945,,10000100 daily,,,,,,,,,drink,31 20 6247023,cafe,,,,cafe,,,,kadinsky coffeeshop,,,,no,,,,coffee,,chic,,,,,,,,,,,,
,,,,,bob youth hostel,,,,52.37574,,,,,,,bob youth hostel,,,nieuwezijds voorburgwal 92,,,,,,,,,4.89248,,,,,,httpwwwbobsyouthhostelnl,,,,,sleep,31 20 6230063,,,€70 dorm €22 per person,httpswwwbobsyouthhostelnl,,,,,bob youth hostel,,,,no,,,,,,,,,,,,,,,,,,
,,,,,bulldog,,,friendly hostel in the heart of the red light district a coffeeshop be conveniently locate on the ground floor this be also where you get your breakfast,52.372547,,,,,,,,,,oudezijds voorburgwal 220,,,,,,,,,4.896184,,,,,,httpwwwbulldognl,,,,,sleep,31 20 6203822,hostel,,breakfast sheet shower and a locker start at €22,,,,,,,,,,no,,,private bath kitchen breakfast available share living and din area,,,,cheap,,,,,,,,,,,
,,,,,de oranje tulp,,,,52.37608,,,,,,,de oranje tulp,,,damrak 32,,,,,,,,,4.89658,,,,,,httpwwworanjetulpnl,,,,,sleep,31 20 4281618,,,€50,,,,,,de oranje tulp,,,,no,,,,,,,,,,,,,,,,,,
,,,,,durty nellys inn,,,dorm be clean and the bed comfortable the irish pub downstairs give discount to people stay in the hostel €35 for a pint of amstel €6 for a burger and chip breakfast 09001100 no common area apart from the bar itself,52.37417,,,,,,,durty nellys inn,,,warmoesstraat 117,,,,,,,,,4.89667,,,,,,httpwwwdurtynellysnl,,,,suth 09000100 frsa 09000300,sleep,31 20 6380125,hostel,,dorm €17 per person,httpsdurtynellysnlhostel,,,,,durty nellys inn,suth 09000100 frsa 09000300,,,no,,clean,number of bed dorm common area irish pub downstairs discount at pub for guest breakfast provide from 09001100,,,,cheap,,,,,,,,,,,
,,,,,fly pig downtown,,,the downtown branch a oppose to the uptown in zuid have more of a party vibe both hostel be know for their laidback atmosphere bar and indoor smoking area free extra check out the facility page on their website,52.37669,,,,,,,,,,nieuwendijk 100,,,,,,,,,4.89632,,,,,,httpwwwflyingpignl,,,,,sleep,31 20 4206822,hostel,,€70 dorm €14 per person,,,,,,,,,,no,,,base on the description the room facility at the downtown branch could include indoor smoking area bar free extra other possible facility may include private bath air conditioning balcony view tv,,,,cheap,,,,,,,,,,,
,,,,,hotel beursstraat,,,simple and clean hotel mostly visit by young people who be look for an inexpensive accommodation,52.37506,,,,,,,,,,beursstraat 9,,,,,,,,,4.8971,,,,,,httpwwwhotelbeursstraatnl,,,,,sleep,31 20 6263701,hostel,,,,,,,,,,,,no,,clean,private bath air conditioning tv possibly share kitchen bed suitable for young people moderate to small room size,,,,,,,,,,,,,,,
,,,,,hotel brian,,,very basic hotel but breakfast and internet include,52.37638,,,,,,,,,,singel 69,,,,,,,,,4.89182,,,,,,httpwwwhotelbriancom,,,,,sleep,31 20 6244661,hotel,,,,,,,,,,,,no,,,possible facility breakfast include internet include,,,,,,,,,,,,,,,
,,,,,hotel tamara,,,cheap hotel in a great location with basic clean room,52.37486,,,,,,,ponte vecchio,,,nieuwezijds voorburgwal 144,,,,,,,,,4.89141,,,,,,,,,,,sleep,31 20 6242484,restaurant,,€49 dorm €23 per person,,restaurant,,,,ponte vecchio,,,,no,,clean,clean room great location basic amenity,,,,cheap,,,,,,,,,,,
,,,,,intersail hostel christina,,,a float hostel small cabin bedlength be 190 m but great staff and a nice spacious sun deck breakfast sheet towel be include in the price share shower and toilet four person cabin be well to be use for only three adult dont take too much luggage in these cabin,52.373169,,,,,,,,,,stijger 2 oosterdok,,,,,,,,,4.909985,,,,,,httpwwwintersailnl2009drijvendhotelengphp,,,,,sleep,31 6 54785934,hostel,,4 bed private from €2250€2750 per bed per night 2 and 3 bed private from €25€30 per bed per night,,,,,,,,,,no,,friendly staff,bed with length of 190m share shower share toilet breakfast sheet towel spacious sun deck,,,,cheap,,,no,yes,,,,4,,,
,,,,,shelter city christian hostel,,,an alcohol and drugfree christian youth hostel right at the red light district singlesex dormitory include breakfast bed linen,52.37235,,,,,,,,,,barndesteeg 21,,,,,,,,,4.89902,,,,,,httpwwwshelternl,,,,,sleep,31 20 6244717,hostel,,dorm €1719 per person,,,,,,,,,,no,,clean,facility singlesex dormitory breakfast include bed linen include,,,,cheap,,,,,,,,,,,
,,,,,st christopher,,,part hostel part hotel each room be design by local dutch artist,52.37396,,,,,,1400,,,,warmoesstraat 129,1100,,,,,,,,4.89637,,,,,,httpwwwstchristopherscoukamsterdamhostels,,,,,sleep,31 20 6231380,hotel,,€4463,,,,,,,,,,no,,,private bath air conditioning view number bed size,,,,cheap,,,,,,,,,,,
,,,,,stayokay stadsdoelen,,,stayokay operates a network of 27 hostel in the netherlands and be the dutch affiliate of hostelling international a little small than stayokay vondelpark this location do not take group free wifi and pay internet terminal free security locker be provide in the hallway outside the dorm,52.36902,,,,,,0730 room available at 1400,,,,kloveniersburgwal 97,1030,,,,,,,,4.89732,,,,,,httpwwwstayokaycomstadsdoelen,,,,,sleep,31 20 6246832,hostel,,dorm €17 private room €40,,,,,,,,,,no,,,base on the description the possible room facility at this stayokay location could include 1 free wifi 2 pay internet terminal 3 free security locker 4 dormitory style room,,,,cheap,,,no,,,,,,small,,
,,,,,travel hotel amsterdam,,,the hotel be a comfortable 2 star hotel situate only a 5 minute walk from amsterdam ’ s central station,52.374845,,,,,,1400,travel hotel amsterdam,,,beurstraat 23,1100,,,,,,,,4.896689,,,,,,httpwwwtravelhotelamsterdamcom,,nh,,,sleep,31 20 626 65 32,hotel,,,httpwwwtravelhotelamsterdamcom,,,,,travel hotel amsterdam,,,,no,,,location near amsterdam central station comfortable room,,,,,,,,,city view,,,,,,
,,,,,white tulip hostel,,,mostly dorm but there be also a few private room available really a basic crashpad but quiet and relaxed due to their no large group policy,52.37468,,,,,,,,,,warmoesstraat 87,,,,,,,,,4.89735,,,,,,httpwwwwittetulpnl,,,,,sleep,31 20 6255974,hostel,,dorm €20 per person,,,,,,,,,,no,,,private room available quiet and relaxed atmosphere no large group policy,,,,cheap,,,,,,,,,,,
,,,,,hostel meeting point,,,laid back hostel have his own pretty cheap hotel bar smoking room weed allow insideguests of the hostel can use free internet computer only dorm,52.37611,,,,,,,hostel meeting point,,,warmoestraat 14,,,,,,,,,4.89911,,,,,,httpwwwhostelmeetingpointnl,,,,,sleep,31 20 627 7499,hostel,,1422€,httpswwwhostelmeetingpointnl,,,,,hostel meeting point,,,,no,,,dormitory room free internet access smoking room weed allow hotel bar laidback atmosphere,,,,cheap,,,,,,,,,,,
,,,,,citycenter bed and breakfast,,,,52.37653,,,,,,1400,,,,sint jacobsstraat 21,1000,,,,,,,,4.89469,,,,,,httpwwwcitycenteramsterdamcom,,,,,sleep,31 6 45160078,,,€115,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,delta hotel,,,clean room and friendly staff,52.37575,,,,,,,delta hotel,,,damrak 4243,,,,,,,,,4.89616,,,,,,httpwwwdeltahotelcom,,,,,sleep,31 20 6202626,hotel,,€65160,httpswwwdeltahotelnl,,,,,delta hotel,,,,no,,clean and friendly staff,base on the give description the possible room facility could include private bath air conditioning,,,,medium,,,,,,,,,,,
,,,,,hotel citadel,,,,52.37564,,,,,,,,,,nieuwezijds voorburgwal 100,,,,,,,,,4.89234,,,,,,httpwwwhotelcitadelnl,,,,,sleep,31 20 6273882,,,double €65160,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,hotel continental,,,small room share toilet,52.37578,,,,,,1400,hotel continental,,,damrak 4041,1000,,,,,,,,4.89616,,,,,,httpwwwhotelcontinentalnl,,,,,sleep,31 20 6223363,hostel,,,,,,,,hotel continental,,,,no,,clean,share toilet size small,,,,,,,no,,,,,,small,,
,,,,,hotel y boulevard,,,include a free breakfast note temporarily close until the end of 2014,52.37323,,,,,,,,,,prins hendrikkade 145,,,,,,,,,4.9065,,,,,,httphotelyboulevardnl,,,,,sleep,31 20 623 0430,hotel,,€109,,,,,,,,,,no,,,room facility free breakfast,,,,medium,,,,,,,,,,,
,,,,,rembrandtplein hotel,,,friendly staff bar open all night,52.36898,,,,,,,rembrandtplein hotel,,,groenbrugwal 27,,,,,,,,,4.89862,,,,,,httpwwwrembrandtpleinhotelnl,,,,,sleep,31 20 4284244,hotel,,€7090 include breakfast,,,,,,rembrandtplein hotel,,,,no,,friendly staff,base on the description provide it be not possible to determine the room facility,,,,medium,,,,,,,,,,,
,,,,,rho hotel,,,room be quiet parking available friendly staff,52.37223,,,,,,,rho hotel,,,ne 1115,,,,,,,,,4.89396,,,,,,httpwwwrhohotelcom,,,,,sleep,31 20 6207371,hotel,,€100190,,,,,,rho hotel,,,,no,,friendly staff,quiet room parking available note base on the provide description it not possible to deduce the presence or absence of other facility such a private bath air conditioning etc,,,,medium,,,,,,,,,,,
,,,,,rokin hotel,,,a 2star renovate 17th century mansion very clean and good atmosphere own parking,52.37068,,,,,,,,,,rokin 73,,,,,,,,,4.89308,,,,,,httpwwwrokinhotelcom,,,,,sleep,31 20 6267456,hotel,,€100190,,,,,,,,,,no,,clean,clean atmosphere own parking,,,,medium,,,no,,,,,,,,
,,,,,estheréa,,,a boutique hotel that consists of a row of 17th century building along the singel canal it have 93 room and 2 suite it recently renovate 75 of it room free wifi,52.37059,,,,,,,estheréa,,,singel 303309,,,,,,,,,4.88856,,,,,,httpwwwesthereanl,,,,,sleep,31 20 6245146,hotel,,€220,httpswwwesthereanl,,,,,estheréa,,,,no,,,private bath free wifi number of room 93 number of suite 2,,,,expensive,,,,,canal view,,yes,,,,
,,,,,grand hotel amrâth amsterdam,,,an upscale hotel establish in the monumental scheepvaarthuis the first building in amsterdam school style that use to be the headquarters of six shipping company breakfast be not include in the low rate but all include wifi,52.37445,,,,,,,,,,prins hendrikkade 108,,,,,,,,,4.9039,,,,,,httpwwwamrathamsterdamcom,,,,,sleep,31 20 5520000,hotel,,€2201219,,,,,,,,,,no,,,private bath wifi air conditioning view,,,,expensive,,,,,,,,,,,
,,,,,krasnapolsky,,,a somewhat seedy location for a 5star hotel the main entrance be right on dam square but the hotel back onto the redlight district with a view of sexshops and peepshow,52.37273,,,,,,1500,,,,dam 9,1200,,,,,,,,4.89438,,,,,,httpwwwnhhotelscomnhenhotelsthenetherlandsamsterdamnhgrandhotelkrasnapolskyhtml,,,,,sleep,31 20 5549111,hotel,,€159,,,,,,,,,,no,,,view of sexshops and peepshow,,,,medium,,,,,city view,,,,,,
,,,,,park plaza victoria amsterdam,,park plaza,a 4star immediately opposite centraal station free wifi in public space,52.37716,,,,,,,park plaza victoria amsterdam,,,damrak 15,,,,,,,,,4.89779,,,,,,httpwwwparkplazacomamsterdamnlvictoria,,,,,sleep,31 20 6234255,hotel,,€104,,,park plaza,,,park plaza victoria amsterdam,,,,no,,,free wifi air conditioning view of centraal station,,,,medium,,,,,city view,,,,,,
,,,,,radisson blu,,,,52.37018,,,,,,,,,,rusland 17,,,,,,,,,4.89672,,,,,,httpwwwradissonblucomhotelamsterdam,,,,,sleep,31 20 6231231,,,€168,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,renaissance amsterdam,,,a 4star hotel with conference centre wifi access in the lobby and café,52.37769,,,,,,,,,,kattengat 1,,,,,,,,,4.89454,,,,,,httpwwwmarriottcomhotelstravelamsrdrenaissanceamsterdamhotel,,,,,sleep,31 20 6212223,hotel,,€289,,,,,,,,,,no,,,wifi access conference centre,,,,expensive,,,,,,,,,,,
,,,,,sofitel legend the grand,,,the sofitel have view on the canal weather permit lunch be serve in the courtyard,52.37112,,,,,,,,,,oudezijds voorburgwal 197,,,,,,,,,4.89542,,,,,,httpwwwsofitelcomgbhotel2783sofitelamsterdamthegrandindexshtml,,,,,sleep,31 20 5553111,hotel,,€365,,,,,,,,,,no,,,view on the canal courtyard for lunch weather permit,,,,expensive,,,,yes,canal view,,,,,,
,,,,,openbare bibliotheek amsterdam,,,read newspaper and magazine or relax at amsterdam main library internet terminal be available but they be no longer free and go online now cost €1 per 30 minute it be limited to webonly access it possible to get wifi but you need to show your passport,52.376064,,,,,,,,,,oosterdokskade 43,,,,,,,,,4.908302,,10002200 daily,,,,httpwwwobanl,,,,,other,31 20 5230900,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,artis zoo,,,an entry ticket for artis also provide admission to the planetarium the aquarium and the zoological museum artis be also a botanical garden with plant and tree gather from all over the world just like the animal specie dont miss the httpwwwartisnlnltedoenartisdagagendaactiviteitenzoomeravonden artis zoomeravonden ticket youth 3 to 9 year €1550 normal 10 to 64 year €1895 senior 65 €1750,52.366258,,,,,,,,,,plantage kerklaan 3840,,,,,,,,,4.915996,,,,,,httpwwwartisnlenartisroyalzoo,,,,,see,31 20 523 34 00,,,youth 3 to 9 year €1550 normal 10 to 64 year €1895 senior 65 €1750,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,hortus botanicus,,,the amsterdam botanical garden hortus a it be call by local be formerly the botanic garden of the university of amsterdam it be one of the old botanical garden in the world nowadays it be an independent organisation the collection of the garden consists of more than 6000 specie the garden regurlary hold extra exhibition and music performance,52.366727,,,,,,,,,,plantage middenlaan 2,,,,,,,,,4.907917,,10am5pm,,,,httpwwwdehortusnlindexasp,,,,,see,31 20 625 90 21,,,€850 adult €450 senior and child,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,wertheimpark,,,a small park with a world war ii memorial locate at one of the nice canal in amsterdam,52.367768,,,,,,,,,,,,,,,,,,,4.90892,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,hermitage amsterdam,,,hermitage amsterdam be a branch of the hermitage museum of saint petersburg on the amstel river in amsterdam this museum host exhibition with painting and other cultural artifact from the vault of it russian parent,52.365459,,,,,,,,,,nieuwe herengracht 14,,,,,,,,,4.903303,,,,,,httpwwwhermitagenl,,,,,see,31 20 5308751,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,scheepvaartmuseum,,,het scheepvaartmuseum reopen in late 2011 follow major renovation stimulate interactive exhibition allow visitor to explore 500 year of maritime history the building call the arsenal be impressive the central square the indoor courtyard can be visit for free and take your breath away also the museum shop the restaurant and the library be open to the public free of charge,52.371686,,,,,,,,,,kattenburgerplein 1,,,,,,,,,4.914815,,09001700 daily,,,,httpwwwhetscheepvaartmuseumnl,,,,,see,31 20 5232222,,,€15 adult €750 child student and senior price 2014,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,verzetsmuseum,,,awardwinning museum show what amsterdam and holland be like during nazi occupation,52.367785,,,,,yes,,verzetsmuseum,,,plantage kerklaan 61d,,,,,,,,,4.912729,,,,,,httpwwwverzetsmuseumorgmuseumenmuseum,,dutch resistance museum,,mofr 10001700 sasu 11001700,see,31 20 620 25 35,,,,httpswwwverzetsmuseumorg,,,,,verzetsmuseum,mofr 10001700 sasu 11001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,de gooyer,,,it the only windmill 1814 restore in the centre of amsterdam and the closest one thats open to visitor de gooyer at funenkade bus 22 tram 7 open wednesday to sunday from 3pm to 7pm,52.366805,,,,,,,café struis,,,,,,,,,,,,4.926172,,,,,,,,,,,see,,bar,,,,bar,,,,café struis,,,,no,,,,,,,,,,,,,,,,,outdoor,
,,,,,de bamboeseur,,,fabulous little bar in the traditional brown cafe style in a fairly residential district near artis zoo all the food be homemade daily you really cant go wrong with any part of the menu no reservation necessary but seat be limited to a small bar and 8 table of vary size upstairs great place to spend an even open for lunch and dinner,,,,,,,,,,,plantage parklaan 10,,,,,,,,,,,daily 11am1am,,,,,,,,,eat,31 20 625 47 21,,,,,,,,,,,,dinner,3 star,,,,,,intimate,,,,,,,,,,,,
,,,,,koffiehuis van den volksbond,,,former coffeehouse for harbour labourer now a small atmospheric restaurant in the east of the city centre mainly visit by local different menu every even range from euro 10 to euro 15 for a main course not possible to make reservation and you may have to share a table with other guest,,,,,,,,,,,kadijksplein 4,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,dinner,no,,,,,,casual,,,,,,,,,,,,
