addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
40,Damrak,,,,Hotel Continental,,,Maoz Vegan,52.37578,,X X   yes 217 no 4 X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1  X,,,,1400,Maoz,,1012LK,Damrak 4041,1000,,,,,,,,4.89616,,,,,,httpwwwhotelcontinentalnl,,,,MoSu 11000200,sleep,31 20 450 9987,fastfood,,,httpwwwmaozusacomrestaurantslocationsamsterdam,,,,Clean,Based on the name Maoz Vegan it is likely a vegan restaurant so it may not have any room facilities to list,,,,,,,,,,,,,,,indoor and outdoor,vegan and vegetarian
1,Kalkmarkt,,,,Hotel Y Boulevard,,,Includes a free breakfast NOTE Temporarily closed until the end of 2014,52.37323,,X   X  X,,,,,Walls and Skin,,1011BC,Prins Hendrikkade 145,,,,,,tattoo,,,4.9065,,,,,,httphotelyboulevardnl,,,,,sleep,31 20 623 0430,,,€109,httpswwwwallsandskincom,,,,,"Free breakfast
 Temporarily closed until the end of 2014",Hotel,,,,Medium,,,,,,,,0,,,
27,Groenburgwal,,,,Rembrandtplein Hotel,,,Friendly staff bar open all night,52.36898,,X    yes 2234 limited 983 no 881,,,no,,Rembrandtplein Hotel,,1011HR,Groenbrugwal 27,,,,,,,,,4.89862,,,,,,httpwwwrembrandtpleinhotelnl,,,,,sleep,31 20 4284244,hotel,,€7090 including breakfast,,,,,Friendly staff,"Based on the description the possible facilities for the room would include
 Bar open all night
 Friendly staff",Hotel,,,,Cheap,,,,,,,,,,,
,,,,,RHo Hotel,,,Rooms are quiet Parking available Friendly staff,52.37223,,X  yes 2234 limited 983 no 881,,,limited,,Rho Hotel,"Rezeption ist durch den Park Garage problemlos zu erreichen
aber die Badezimmer sind nicht Rollstuhlgerecht ausgestattet 
Sonst ist die Frühstückszimmer mühelos erreichen und das Personal sind sehr freundlich",,Nes 1115,,,,,,,,,4.89396,,,,,,httpwwwrhohotelcom,,,,,sleep,31 20 6207371,hotel,,€100190,,,,,Friendly staff,"Possible facilities based on the description 
 Quiet rooms
 Parking 
 Friendly staff",Hotel,,,,Medium,,,,,,,,,,,
73,Rokin,,,,Rokin Hotel,,,A 2star renovated 17th century mansion Very clean and good atmosphere own parking,52.37068,,X   yes 2234 limited 983 no 881,,,no,,Hotel Rokin,,1012KL,Rokin 73,,,,,,,,,4.89308,,,,,,httpwwwrokinhotelcom,,,,,sleep,31 20 6267456,hotel,,€100190,,,,,Clean,"Private bath
 Air conditioning
 Parking",Hotel,,,,Medium,,,No,,,,,,,,
303,Singel,,,,Estheréa,,,A boutique hotel that consists of a row of 17th century buildings along the Singel canal It has 93 rooms and 2 suites It recently renovated 75 of its rooms Free WiFi,52.37059,,X  X,,,,,Estheréa,,1012WJ,Singel 303309,,,,,,,,,4.88856,,,,,,httpwwwesthereanl,,,,,sleep,31 20 6245146,hotel,,€220,httpswwwesthereanl,,,,,"Based on the description the possible room facilities at the boutique hotel could include
 Private bath
 Air conditioning
 Free WiFi
 Number beds 93 rooms and 2 suites
 View of the Singel canal",Hotel,,,,Expensive,,,,No,The hotel room has a view of the Singel canal,No,Yes,,,,
108114,Prins Hendrikkade,,,,Grand Hotel Amrâth Amsterdam,,,An upscale hotel established in the monumental Scheepvaarthuis the first building in Amsterdam School style that used to be the headquarters of six shipping companies Breakfast is not included in the lower rates but all include WiFi,52.37445,,X wlan 431 yes 64 no 20 X    X,,,,,Amrath Hotel,,1011AK,Prins Hendrikkade 108,,,,,,,,,4.9039,,,5,,,httpwwwamrathamsterdamcom,wlan,,,,sleep,31 20 552 0000,hotel,,€2201219,httpswwwamrathamsterdamnl,,,,,"Location in the monumental Scheepvaarthuis
 WiFi
 Breakfast not included
 Upscale hotel
 Air conditioning
 Private bath
 View 
 TV",Hotel,,,,expensive,,,,No,,No,,,,,
9,Dam,,,,Krasnapolsky,,Anantara,A somewhat seedy location for a 5star hotel the main entrance is right on Dam Square but the hotel backs onto the redlight district with a view of sexshops and peepshows,52.37273,,X  X X       X yes 2234 limited 983 no 881,nlGrand Hotel Krasnapolsky,,yes,1500,Anantara Grand Hotel Krasnapolsky,,1012JS,Dam 9,1200,,,,,,CategoryHotel Krasnapolsky,,4.89438,,,5,,,httpwwwnhhotelscomnhenhotelsthenetherlandsamsterdamnhgrandhotelkrasnapolskyhtml,,,,,sleep,31 20 554 9111,hotel,,€159,httpswwwanantaracomengrandhotelkrasnapolskyamsterdam,,,,,"View of the redlight district
 Bathrooms with private bath
 Air conditioning
 TV in room",Hotel,,,,Medium,,,,,Yes the hotel room has a view of the redlight district with sex shops and peepshows,,,,,,
,,,,,Park Plaza Victoria Amsterdam,,,A 4star immediately opposite Centraal Station Free WiFi in public spaces,52.37716,,X,nlVictoria Hotel,,,,Victoria Hotel,,,Damrak 15,,,,,,,CategoryVictoria Hotel Amsterdam,,4.89779,,,,,,httpwwwparkplazacomamsterdamnlvictoria,,,,,sleep,31 20 6234255,hotel,,€104,,,,,,"Free WiFi
 Location opposite Centraal Station
 Air conditioning",Hotel,,,,Medium,No,,,,,,Yes,,,,
17,Rusland,,,,Radisson Blu,,,,52.37018,,X    X X X  yes 2234 limited 983 no 881,,,yes,,De Palmboom,,1012CK,Rusland 17,,,,regional,,,,httpswwwradissonblucomdehotelamsterdamrestaurants,4.89672,yes,,,,,httpwwwradissonblucomhotelamsterdam,,,,MoSu 12002230,sleep,31 20 6231231,restaurant,,€168,,,,,,,,,,,,,,,,,,,,,,
1,Kattengat,,,,Renaissance Amsterdam,,,A 4star hotel with conference centre WiFi access in the lobby and café,52.37769,,X X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,Koepelcafé,,1012SZ,Kattengat 1,,,,regional,,,,,4.89454,,,,,,httpwwwmarriottcomhotelstravelamsrdrenaissanceamsterdamhotel,,,,,sleep,31 20 6212223,restaurant,,€289,,,,,,"Possible facilities
 Conference centre
 WiFi access in lobby and café",Hotel,,,,Expensive,,,,No,,No,,,,outdoor,
197,Oudezijds Voorburgwal,,,,Sofitel Legend The Grand,,Sofitel,The Sofitel has views on the canals Weather permitting lunch is served in the courtyard,52.37112,,X  X wlan 431 yes 64 no 20 X       X yes 2234 limited 983 no 881,,,yes,,The Grand,,1012EX,Oudezijds Voorburgwal 197,,,,,,,,,4.89542,,,5,,,httpwwwsofitelcomgbhotel2783sofitelamsterdamthegrandindexshtml,yes,,,,sleep,31 20 555 3111,hotel,,€365,httpswwwsofitellegendthegrandcom,,,,,"View of the canals
 Courtyard for dining outdoor weather permitting",Hotel,,,,Expensive,,,,,Yes the hotel room at Sofitel has a view of the canals,,,,,,
,,,,,Openbare Bibliotheek Amsterdam,primary,,Small museum like collection of items of and books by Gerard Reve one of Hollands most famous and openly gay writers in the 20th century On the 2nd floor in the OBA,52.376064,,X yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1 primary 20 welcome 4 X X  X,,,,,Reve Museum,,,Oosterdokskade 43,,,,,,,,,4.908302,,10002200 daily,,,,httpwwwobanl,,,,MoSu 10002200,other,31 20 5230900,museum,,Free,httpswwwobanlcollectiespecialecollectiesgerardrevemuseumhtml,,,,,,,,,,,,,,,,,,,,,
,,,,,Artis Zoo,,,An entry ticket for Artis also provides admission to the Planetarium the Aquarium and the Zoological Museum Artis is also a botanical garden with plants and trees gathered from all over the world just like the animal species Dont miss the httpwwwartisnlnltedoenartisdagagendaactiviteitenzoomeravonden  Artis ZOOmeravonden Tickets youth 3 to 9 years €1550 normal 10 to 64 years €1895 seniors 65  €1750,52.366258,,X,,,,,,,,Plantage Kerklaan 3840,,,,,,confectionery,,,4.915996,,,,,,httpwwwartisnlenartisroyalzoo,,,,,see,31 20 523 34 00,,,"Youth 3 to 9 years €1550
 Normal 10 to 64 years €1895
 Seniors 65 €1750",,,,,,,,,,,,,,,,,,,,,,
,,,,,Hortus Botanicus,,,The Amsterdam Botanical Gardens Hortus as it is called by locals  was formerly the Botanic Garden of the University of Amsterdam It is one of the oldest botanical gardens in the world Nowadays it is an independent organisation The collection of the garden consists of more than 6000 species The garden regurlary holds extra exhibitions and music performances,52.366727,,X X X,,,,,Hortus Café,,,Plantage Middenlaan 2,,,,coffeeshop,,,,,4.907917,,10am5pm,,,,httpwwwdehortusnlindexasp,,,,,see,31 20 625 90 21,cafe,,€850 Adults €450 seniors and children,,,,,,,,,,,,,,,,,,,,,,
10,Plantage Parklaan,,,,Wertheimpark,,,A small park with a World War II memorial located at one of the nicest canals in Amsterdam,52.367768,,X wlan 431 yes 64 no 20  X X X,,,,,Cafe Smit  Voogt,,1018ST,,,,,,,,,,4.90892,,,,,,,wlan,,,MoSu 10002400,see,,pub,,,httpswwwcafesmitenvoogtnl,,,,,,,,,,,,,,,,,,,,,
,,,,,Hermitage Amsterdam,,,Hermitage Amsterdam is a branch of the Hermitage Museum of Saint Petersburg on the Amstel River in Amsterdam This museum hosts exhibitions with paintings and other cultural artifacts from the vaults of its Russian parent,52.365459,,X X X,,,,,Neva,,,Nieuwe Herengracht 14,,,,,,,,,4.903303,,,,,,httpwwwhermitagenl,,,,,see,31 20 5308751,restaurant,,,httpnevanl,,,,,,,,,,,,,,,,,,,,,
,Kattenburgerplein,,,,Scheepvaartmuseum,,,Het Scheepvaartmuseum reopened in late 2011 following major renovations Stimulating interactive exhibitions allow visitors to explore 500 years of maritime history The building called the Arsenal is impressive The Central Square the indoor courtyard can be visited for free and takes your breath away Also the museum shop the restaurant and the library are open to the public free of charge,52.371686,,X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,Restaurant Stalpaert,,1018KK,Kattenburgerplein 1,,,,,,,,,4.914815,,09001700 daily,,,,httpwwwhetscheepvaartmuseumnl,,,,,see,31 20 5232222,restaurant,,€15 adults €750 children students and seniors prices 2014,,,,,,,,,,,,,,,,,,,,,,
61,Plantage Kerklaan,Dutch Resistance Museum,,,Verzetsmuseum,,,Awardwinning museum showing what Amsterdam and Holland were like during Nazi occupation,52.367785,,X  yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1  X   X    X yes 2234 limited 983 no 881,nlVerzetsmuseum Amsterdam,,yes,,Verzetsmuseum,,,Plantage Kerklaan 61D,,,,,,,CategoryVerzetsmuseum Amsterdam,,4.912729,,,,,,httpwwwverzetsmuseumorgmuseumenmuseum,,Dutch Resistance Museum,,MoFr 10001700 SaSu 11001700,see,31 20 620 2535,museum,,,httpswwwverzetsmuseumorg,,,,,,,,,,,,,,,,,,,,,
,,,,,De Gooyer,,,Its the only windmill 1814 restored in the centre of Amsterdam and the closest one thats open to visitors De Gooyer at Funenkade Bus 22 Tram 7 open Wednesday to Sunday from 3PM to 7PM,52.366805,,X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,Café Struis,,,,,,,,,,,,4.926172,no,,,,,,,,,,see,,bar,,,,,,,,,,,,,,,,,,,,,,,outdoor,
,,,,,Carré Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,De Bamboeseur,,,Fabulous little bar in the traditional brown cafe style in a fairly residential district near Artis Zoo All the food is homemade daily you really cant go wrong with any part of the menu No reservations necessary but seating is limited to a small bar and 8 tables of varying sizes upstairs Great place to spend an evening Open for lunch and dinner,,,,,,,,,,,Plantage Parklaan 10,,,,,,,,,,,Daily 11AM1AM,,,,,,,,,eat,31 20 625 47 21,,,,,Dinner,No,,,,,,,Intimate,,,,,,,,,,,,
,,,,,Koffiehuis van den Volksbond,,,Former coffeehouse for harbour labourers Now a small atmospheric restaurant in the east of the city centre Mainly visited by locals Different menu every evening ranging from euro10 to euro15 for a main course Not possible to make reservations and you may have to share a table with other guests,,,,,,,,,,,Kadijksplein 4,,,,,,,,,,,,,,,,,,,,eat,,,,,,Dinner,No,,,,,,,Casual,,,,,,,,,,,,
,,,,,Cafe Kadijk,,,Cafe Kadijk is a small Indonesian restaurant that offers good food at a decent price The restaurant has a coffee shop vibe and is located in a trendy area Just outside Amsterdams city center it is a bit of a walk away from the more touristy areas of the city Patio dining and indoor dining are both available,,,,,,,,,,,Kadijksplein 5,,,,,,,,,,,,,,,httpcafekadijknl,,,,,eat,,,,€€,,Dinner,No,,,,,,,Casual,Im sorry I need a specific price in euros to categorize the place as cheap medium or expensive Could you please provide a specific amount,,,,,,,,,,,
,,,,,Brouwerij t IJ,,,Its label with an ostrich egg is a visual pun as IJ and ei  the word for egg  sound the same in Dutch East of the centre close to Artis Zoo in a former bath house beside a windmill A small scale brewery where delicious beer in several varieties and strengths is brewed and sold  at a bar  on the premises The beer is available at some specialist beer shops and of high quality and in some cases alcohol content Internationally renowned,,,,,,,,,,,Funenkade 7,,,,,,,,,,,WSu 15002000,,,,httpwwwbrouwerijhetijnllangen,,,,,drink,31 20 622 83 25,,,Price NA,,,,,,,,Beer,Brewery,Chic,I am unable to determine if the place is cheap medium or expensive without the specific price of the drink Can you please provide me with the price so I can categorize it for you,,,,,,,,,,,
,,,,,Eden Lancaster Hotel,,,Recently renovated quaint 3star hotel with 91 rooms and bags of character Friendly and helpful Englishspeaking staff quiet area and very good value for money,,,,,,,,,,,Plantage Middenlaan 48,,,,,,,,,,,,,,,httpwwwlancasteramsterdamhotelcom,,,,,sleep,31 20 535 6888,,,€69,,,,,Friendly staff,"91 rooms
 Recently renovated
 3star hotel
 Friendly and helpful Englishspeaking staff
 Quiet area",Hotel,,,,Medium,,,,,,No,,,,,
,,,,,InterContinental Amstel Hotel,,,Historic 5star hotel located on banks of Amstel River near financial shopping and theater districts Voted the Netherlands best in 2008 by Condé Nast Traveller 19thcentury palace 79 guestrooms and suites indoor swimming pool spa facilities including a Turkish bath,,,,,,,,,,,Professor Tulpplein 1,,,,,,,,,,,,,,,httpwwwamsterdamintercontinentalcom,,,,,sleep,31 20 622 60 60,,,€495,,,,,,"Private bath
 Indoor swimming pool
 Spa facilities including a Turkish bath
 Air conditioning
 View of the Amstel River
 Number of beds in 79 guestrooms and suites
 Size of the 19thcentury palace rooms and suites",Hotel,,,,Expensive,No,Yes,No,No,The description does not mention anything about a view from the hotel room So nothing,,No,,,,
26,Paulus Potterstraat,,,,Coster Diamonds,,,This stately building is one of Amsterdams two diamond factories Guided tours are given showcasing the complicated diamond production process It looks like just an ordinary jewelry shop and of course it is but there is a lot more to it If you want to purchase diamonds ask for the tax refund form so you can get up to 12 of the asking price back at the airport,52.35956,,X X X,,,,,Coster Diamonds,,,Paulus Potterstraat 28,,,,,,jewelry,,,4.88295,,,,,,,,,,,see,31 20 3055555,,,Free,httpswwwcosterdiamondscom,,,,,,,,,,,,,,,,,,,,,
8,Paulus Potterstraat,Diamond Museum Amsterdam,,,Diamant Museum,,,This brand new exhibition about the history of diamond trade in Amsterdam,52.35942,,X yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1 X    X   X yes 2234 limited 983 no 881,nlDiamantmuseum Amsterdam,,yes,,Diamant Museum Amsterdam,,1071CZ,Paulus Potterstraat 28,,,,,,,CategoryDiamant Museum in Amsterdam,,4.8825,,09001700,,,,,,,,MoSu 09001700,see,31 20 305 5300,museum,,€850,httpsdiamondsamsterdamcom,,,,,,,,,,,,,,,,,,,,,
78,Stadhouderskade,Heineken Experience,,,Heineken Experience,,,Do not expect a beer museum but rather to be flooded with Heineken advertisements,52.3578,,X   X     X yes 2234 limited 983 no 881,nlHeineken Experience,,yes,,Heineken Experience,,1072AE,Stadhouderskade 78,,,,,,,CategoryHeineken Experience,,4.8916,yes,MSu 11001900 last entry 1730,,,,httpwwwheinekenexperiencecom,,former Heineken Brewery,,MoTh 10301930 FrSu 10302100,see,,museum,,,httpsheinekencomHeinekenExperience,,,,,,,,,,,,,,,,,,,,,
,,,,,Rijksmuseum,,,The largest and most prestigious museum for art and history in the Netherlands works by Vermeer Rembrandt and other Dutch masters Its garden has a curious collection of architecture and has free entrance during museum opening times Recommend to get there early to avoid long queues and crowds then head first for the second floor to see the Rembrandt classics and others such as Avercamps Winter Landscape with Skaters,52.36,,shop 4 main 2 yes 2,,,,,,,,Jan Luijkenstraat 1,,entrance to the museum,,,,,,,4.8853,,09001700 daily cafe museum store and cloak room to 1800,,,,httpwwwrijksmuseumnlen,,,,,see,31 20 6747047,,,€1750 for adults under 18 free no discounts for students,,,,,,,,,,,,,,,,,,,,,,
10,Museumplein,Stedelijk Museum Amsterdam,,,Stedelijk Museum,,,The Stedelijk Museum is the municipal museum of modern art It has a long history as it first opened in 1874 and has been at its current location since 1895 It was reopened in 2012 after a renovation that took four years the newly constructed building is now locally referred to as the bath tub due its unique shape The bath tub will host newly acquired film and video expositions while the highlights remain in the old part of the building,52.3581,,X  yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1  X        X   X   X yes 2234 limited 983 no 881,nlStedelijk Museum Amsterdam,,yes,,Stedelijk Museum Amsterdam,,1071DJ,Paulus Potterstraat 13,,,,,,,,,4.8797,yes,TuW FSu 10001600 Th 10002200,,,,httpwwwstedelijknl,,,,MoSu 10001800,see,31 20 573 2911,yes,,€15,httpswwwstedelijknl,,,,,,,,,,,,,,,,,,,,,
,Paulus Potterstraat,,,,Van Gogh Museum,,,This museum is dedicated to Vincent van Gogh a late 19th century PostImpressionist Dutch painter The museum is extremely popular so expect to wait in line to get in best to get there early is a good cafe inside to keep you going In the museum are many but not all of Van Goghs works The museum contains some famous paintings like Sunflowers and Potato Eaters but lack others such as Starry Night Also there are selected works of Monet exhibited there The audio tour at €5 in the language of your choice will give you a much better understanding of Van Goghs life and his paintings,52.3582,,X  X,,,,,Le Tambourin,,1071CX,Paulus Potterstraat 7,,,,,,,,,4.8811,,SaTh 10001800 F 10002200,,,,httpwwwvangoghmuseumnl,,,,,see,31 20 570 52 00,restaurant,,€17 for adults under 18 free no discounts for students,,,,,,,,,,,,,,,,,,,,,,
,,,,,Museumplein,,,Not exactly a park but a large grassed open space Around its edges are the Rijksmuseum the Van Gogh Museum the Stedelijk Museum and the Concertgebouw On a sunny summer day many locals chill at the grass lawn on top of the Albert Heijn supermarket,52.357216,,X,,,,,,,,Willem Sandbergplein,,Tags are on the multipolygon relation of the museum please edit there,,,,,,,4.881634,,,,,,,,,,,see,,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sarphatipark,,,Situated in De Pijp this is a place where people sunbathe and have picnics in the summer,52.354,,yes 2234 limited 983 no 881,,,no,,,,,,,Sarphati Hotel,,,,,,,4.896,,,,,,,,,,,see,,hotel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Vondelpark,,,The only large park that is close to the Binnenstad and definitely the most popular one Especially in the summer it is lively and crowded many locals sit on the grass and enjoy a cold beer or wine Its a lovely place to just hang out sit in the sun and meet the locals Open air theaters are running in the summer on Friday evenings Saturdays and Sundays,52.358,,X,,,,,,,,,,,,,,sports,,,4.868,,,,,,httpwwwhetvondelparknet,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
104a,Amsterdamseweg,,,,De Jonge Dikkert,,,Officially in Amstelveen corner of Molenweg and Amsterdamseweg is now a restaurant,52.308196,,X X X  no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1 X,,,,,De Jonge Dikkert,,1182HG,Amsterdamseweg 104a,,,,french,,,,,4.847315,,,,,,httpwwwjongedikkertnl,,,no,,see,31 20 643 3333,restaurant,,,httpswwwjongedikkertnl,,,,,,,,,,,,,,,,,,,,,
,,,,,Riekermolen 1636,,,on the bank of the Amstel river at Kalfjeslaan,52.324044,,X X   X,,,,,,,,,,,,,,,,,4.893707,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Europaplein,,,,Strand Zuid,,,With bar and restaurant,52.341308,,X X,,,,,Strandzuid,,1078GZ,Europaplein 22,,,,,,,,,4.886449,,,,,,httpwwwstrandzuidnl,,,,,see,31 20 639 2589,bar,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Concertgebouw,,,Famous for its orchestra and its acoustics among the top ten in the world this is one of the worlds most frequently visited concert halls Classical music is the main fare but they also bring other kinds of music on stage They have a free lunch concert on Wednesday from 1230 till 1300 In the same building is the Kleine Zaal Small Hall for more intimate performances often topnotch as well Its worth a visit if only for its architecture,52.356227,,X,,,,,,,,Concertgebouwplein 6,,,,,,kiosk,,,4.879337,,,,,,httpwwwconcertgebouwnl,,,,,do,31 900 671 83 45 Dutch phones only,kiosk,,Price Not found,,,,Cultural,,,,,,,Im sorry but without information about the price of the activity Im unable to categorize it as cheap medium or expensive If you provide the price range Id be happy to help categorize the place for you,,,,,,,,,,,
3,Vondelpark,,,,Friday Night Skate,,,Centrum voor media en cultuur voorheen Ned Filmmuseum huis van AVROTROS Met groot terras en caférestaurant in sousterrain,52.360631,,X   X X X       X X,nlVondelparkpaviljoen,,,,Vondel CS,,1071AA,Vondelpark 3,,,,,,,CategoryPaviljoen Vondelpark,,4.875632,,,,,,httpwwwfridaynightskatecomindexphplangen,,,,,do,31 35 671 7915,yes,Vondelparkpaviljoen,,httpsvondelcsnl,,,Museum,,,,,,,,,,,,,,,,,,
334,Ceintuurbaan,,,,Rialto,,pipoos,For all arthouse cinema lovers All films are shown in their original language with Dutch subtitles They have late night and classic showings too Just a short walk from the Albert Cuyp MarketHeineken Brouwerij in the nice nontouristy neighborhood De Pijp,52.352996,,X  X X  X   X,,,,,pipoos,,1072GN,Ceintuurbaan 338,,,,,,craft,,,4.893881,,,,,,httpwwwrialtofilmnl,,,,SuMo 10001700 TuSa 09001700,do,31 20 637 4015,,,MTh €9 FSu €10,httpswwwpipooscom,,,Cinema,,,,,,,This activity would be categorized as cheap as the price is around the 10 euro mark,,,,,,,,,,,
182,Albert Cuypstraat,,,,Albert Cuyp Market,,,Largest street market in Amsterdam and the bestknown street market in the country It is iconic for the De Pijp neighborhood and its working class inhabitants There is something for everyone here whether youre looking for delicious Dutch treats clothing or secondhand cameras Theres also a wide array of stores that cater to the citys Surinamese Antillean Turkish and Moroccan inhabitants giving the market and neighborhood a strong multicultural feel Can get very crowded so watch out for pickpockets,52.355954,,X    yes 2234 limited 983 no 881,,,limited,,,,1073BL,,,,,,,vacant,,,4.895205,no,MSa 09001700,,,,httpalbertcuypmarktamsterdam,,,,,buy,,,Restaurant Bazar Amsterdam,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pieter Cornelisz Hooftstraat,,Hermès,Probably the wealthiest street of the country where Dutch celebrities go for a new pair of designer shoes Better bring a filled wallet if youre planning to buy something here,52.359979,,X  X X,,,,,Hermès,,,,,,,,,clothes,,,4.879626,,,,,,,,PC Hooftstraat,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Albert Cuypstraat,,,,Albina,,,Its cheap and very good If you arrive around dinnertime you probably have to wait for a table The surroundings are depressing but the food is so good you will come back anyway,52.354969,,X X X  yes 2234 limited 983 no 881,,,yes,,Albina,,1072CN,Albert Cuypstraat 69,,SurinaamsChinees afhaalcentrum,,chinese,,,,,4.889637,,,,,,,,,,,eat,,restaurant,,€6,,Dinner,No,,,,,,,Casual,Cheap,,,,,,,,,,,
,,,,,Tijns Exotische Broodjes,,,Tasty great value Surinamese takeout Located a short walk from the Zuidas area hotels A few tables are also available to eat in,,,,,,,,,,,Willem van Weldammelaan 55 1082 DD,,,,,,,,,,,,,,,,,,,,eat,31 20 404 2175,,,,,Dinner,3 star,,,,,,,Casual,,,,,,,,,,,,
,,,,,Dosa,,,They specialise in traditional Southern Indian cuisine especially the eponymous Dosa a rice and lentil pancake with a variety of fillings The food is outstanding and well worth hunting out The dosas are exceptional and a treat worthy of a visit by themselves,52.362458,,X X   yes 217 no 4 X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 X yes 2234 limited 983 no 881,,,no,,Dosa,,,Overtoom 146,,,,indian,,,,,4.873326,,,,,,httpwwwdosaindianrestaurantnl,,,,,eat,31 20 6164 838,restaurant,,,httpswwwdosaamsterdamnl,Dinner,3 star,,,,,,,Casual,,,,,,,,,,,indoor,vegan and vegetarian
52,Ferdinand Bolstraat,,,,Sari Citra,,,Located just off the far end of the De Pijp neighborhoods famous the Albert Cuyp Market Sari Citra is one of the most delicious and most affordable Indonesian restaurants in town Be sure to try several of the selections as the friendly staff builds a plate for you Dont show up right at 5PM unless you feel like waiting in line behind a lot of hungry locals just getting off work Open during the week from 2PM9PM and from 3PM9PM on weekends,52.355769,,X X X  X yes 2234 limited 983 no 881,,,no,,Sari Citra,,1072LL,Ferdinand Bolstraat 52,,Indonesian restaurant,,asian,,,,,4.890364,,,,,,httpwwwsaricitranlen,,,,,eat,31 20 675 41 02,restaurant,,,httpswwwsaricitranl,Dinner,No,,,,,,,Casual,,,,,,,,,,,,
55,Amsteldijk,,,,CTaste,,,Dining in the dark All waiters are blind and serve you dinner in a completely dark restaurant A very weird but actually quite fun experience,52.354182,,X X X X X   X yes 2234 limited 983 no 881,,,yes,,ctaste,,1074HX,Amsteldijk 55 1074 HX Amsterdam,,,,regional,,,,,4.906317,no,,,,,httpwwwctastenl,,,,WeSa 1630 Su 1100,eat,31 20 675 2831,restaurant,,,httpsctastenl,Dinner,No,,,,,,,Intimate,,,,,,,,,,,,
27,Eerste Jacob van Campenstraat,,,,FRNZY,,,Small restaurant with indoor and street seating Serves good noodle salads and sandwiches with a Vietnamese influence,52.357586,,X X X   X yes 2234 limited 983 no 881,,,no,,Locals Coffee,,1072BC,Eerste Jacob van Campenstraat 27 H,,,,,,,,,4.889041,,,,,,httpwwwfrnzyamsterdamcom,,,,,eat,31 6 506 332 21,cafe,,,httpswwwlocalscoffeenl,Lunch,No,,,,,,,Casual,,,,,,,,,,,,
,,,,,OCCII,,,A rock venue for cutting edge music punk noise riot grrrl etc,,,,,,,,,,,Amstelveenseweg 134,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,Beer,Rock,Intimate,,,,,,,,,,,,
,,,,,Club Media,,,Completely organic menu fair selection good prices lovely staff free fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,soft drinks,None,Casual,,,,,,,,,,,,
,,,,,Katsu,,,Just around the corner from Media good prices  nice atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,No information,Casual,,,,,,,,,,,,
5,Vondelpark,,,,t Blauwe Theehuis,,,Basic bar and beer garden,52.358864,,X   yes 217 no 4  X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1   yes 2234 limited 983 no 881,nlBlauwe Theehuis,,no,,Blauwe Theehuis,You can eat outside but no wheelchair accessible toilet,1071AA,Vondelpark 5,,,,,,,CategoryBlauwe Theehuis,,4.872586,,,,,,httpwwwblauwetheehuisnl,,,outside,,drink,,cafe,,,,,,,,,,beer,Country,Casual,,,,,,,,,,,indoor and outdoor,vegetarian
