addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,amenity.1,brand.1,check_date,cuisine.1,name.1,opening_hours.1,shop.1,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
92,kalverstraat,amsterdam museum,,,amsterdam museum,,,museum of amsterdam city history,52.370278,,x x x x x x yes 2234 limited 983 no 881,nlamsterdam museum,amsterdam binnenplaats meisjesjpg,yes,,amsterdam museum,,1012ph,nieuwezijds voorburgwal 357 or kalverstraat 92,,locatie tijdelijk gesloten vanwege renovatie verhuisd naar gebouw hermitage location temporarily close for renovation move to hermitage building,,,,,,,4.890833,yes,mf 10001700 sasu 11001700,,,,httpwwwamsterdammuseumnlen,,,,mosu 10001700,see,31 20 5231822,museum,amsterdam historisch museum,€10,httpswwwamsterdammuseumnl,museum,,,,amsterdam museum,mosu 10001700,,,no,,,,,,,,,,,,,,,,,,
92,kalverstraat,amsterdam museum,,,civic guard gallery,,,museum of amsterdam city history,52.370154,,x x x x x x yes 2234 limited 983 no 881,nlamsterdam museum,schuttersgalerij naar het noorden amsterdam 20014295 rcejpg,yes,,amsterdam museum,,1012ph,kalverstraat 92,,locatie tijdelijk gesloten vanwege renovatie verhuisd naar gebouw hermitage location temporarily close for renovation move to hermitage building,,,,,,,4.890678,yes,mf 10001700 sa su 11001700,,,,,,schuttersgalerij,,mosu 10001700,see,31 20 5231822,museum,amsterdam historisch museum,free,httpswwwamsterdammuseumnl,museum,,,,amsterdam museum,mosu 10001700,,,no,,,,,,,,,,,,,,,,,,
1,nieuwe amstelstraat,jewish museum,,,jewish historical museum,,,jewish historical museum history of the jewish people culture and religion,52.36735,,yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 x x x x yes 2234 limited 983 no 881,nljoods historisch museum,,yes,,joods museum,,1011pl,nieuwe amstelstraat 1,,,,,,,categoryjoods historisch museum,,4.9037,,11001700 daily except some jewish holiday,,,,httpwwwjhmnlenglish,,joods historisch museum,,mosu 11001700,see,31 20 5310310,yes,,€9,httpswwwjhmnl,yes,,,,joods museum,mosu 11001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,ons lieve heer op solder,,,one of the old museum in amsterdam this be a catholic church stuffed into the upper story of a house built in 1663 when catholic be persecute and have to disguise their church it amaze to see how they fit worshipper an organ and an altar into such a narrow place,52.374977,,x,,,,,hotel vijaya,,,oudezijds voorburgwal 40,,,,,,,,,4.899215,,msa 10001700 su 13001700,,,,httpwwwopsoldernlen,,our lord in the attic,,,see,31 20 6246604,hotel,,€7,,hotel,,,,hotel vijaya,,,,no,,,,,,,,,,,,,,,,,,
,,,,,oranje voetbal museum,,,the legacy of dutch football start in the 1970s when total football a revolutionary dutch style of football shook the world the netherlands be the best football nation that never won the world cup it lose the final three time a national trauma it do win the european cup in 1988 lead by star player marco van basten this museum have four floor dedicate to oranje and a small cinema that show a 20minute film with historic football moment especially recommend for german,52.367229,,x x yes 2234 limited 983 no 881,,,yes,,bubble tea,,,kalverstraat 236,,,,,,,,,4.89279,,sa su 11001500,,,,,,,,,see,31 20 5898989,cafe,,€5,,cafe,,,,bubble tea,,,,no,,,,,,,,,,,,,,,,,,
4,jodenbreestraat,rembrandt house,,,rembrandt house,,,the house where rembrandt van rijn live,52.369364,,x x yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 x x x yes 2234 limited 983 no 881,nlrembrandthuis,,,,rembrandthuis,museum not fully accessible but the exhibition be accessible by lift,1011nk,jodenbreestraat 4,,,,,,,categoryrembrandt house museum,,4.901257,yes,10001700 daily,,,,httpwwwrembrandthuisnl,,,,tusu 10001800,see,31 20 520 0400,museum,,€1250,httpswwwrembrandthuisnl,museum,,,,rembrandthuis,tusu 10001800,,,no,,,,,,,,,,,,,,,,,,
12,spui,,,,spui,,,every friday and sunday a market be held on the spui friday have book on sale while sunday be all about art and antique,52.36881,,x x x x yes 2234 limited 983 no 881,,,yes,,american book center,,1012xa,,,,,,,book,,,4.88971,,,,,,httpwwwdeboekenmarktophetspuinlindexphpen,,,,mo 12002000 tuwe 10002000 th 10002100 frsa 10002000 su 11001830,buy,31 20 625 5537,,,,httpswwwabcnl,,,,,american book center,mo 12002000 tuwe 10002000 th 10002100 frsa 10002000 su 11001830,book,,no,,,,,,,,,,,,,,,,,,
1,waterlooplein,,,,waterloopleinmarkt,,,a wellknown but fairly overrate market near the city hall partly flea market partly alternative and second hand clothing and accessory more orient towards tourist than to local,52.36865,,x x x yes 2234 limited 983 no 881,,,,,episode,,1011nv,,,,,,,secondhand,,,4.90119,,msa until about 1700,,,,,,,,,buy,,,,,httpswwwepisodeeu,,,,,episode,,secondhand,,no,,,,,,,,,,,,,,,,,,
12,spui,,,,the american book center,,,excellent shop for literature and book in the english language particularly on american culture,52.36904,,x x x x yes 2234 limited 983 no 881,,,yes,,american book center,,1012xa,spui 12,,,,,,book,,,4.8899,,m 12002000 tuw fsa 10002000 th 10002100 su 11001830,,,,httpwwwabcnl,,,,mo 12002000 tuwe 10002000 th 10002100 frsa 10002000 su 11001830,buy,31 20 625 5537,,,,httpswwwabcnl,,,,,american book center,mo 12002000 tuwe 10002000 th 10002100 frsa 10002000 su 11001830,book,,no,,,,,,,,,,,,,,,,,,
,,,,,athenaeum boekhandel,,,one of the most renowned book store of amsterdam because of it wide array of fiction and more academic title it be very popular among local student however their study book be also interest reading material for nongraduates they have a particular large selection of book in the humanity include history medium language culture and international relation,52.36896,,x x x x yes 2234 limited 983 no 881,,,,,athenaeum boekhandel,,,spui 1416,,,,,,book,,,4.88906,,m 11001800 tuw sa 09301800 th 09302100 f 9301830 su 12001730,,,,httpswwwathenaeumnlwinkelsathenaeum,,,,,buy,31 20 5141460,,,,,,,,,athenaeum boekhandel,,book,,no,,,,,,,,,,,,,,,,,,
,,,,,the book exchange,,,a secondhand bookstore specialise in english book and have a large selection with an especially good selection of travel write detective and sffantasy,52.37013,,x x only 49 yes 39 no 13 x yes 2234 limited 983 no 881,,,,,the book exchange,,,kloveniersburgwal 58,,,,,,book,,,4.89732,,msa 10001600 su 11301600,,,,httpwwwbookexchangenl,,,,,buy,31 20 6266266,,,,,,,,,the book exchange,,book,,no,,,,,,,,,,,,,,,,,,
152,kalverstraat,,,,waterstones,,waterstones,another good tip for english literature price on the high side but there a good selection of fiction and childrens book they also have magazine newspaper and board game,52.36881,enwaterstones,x x x yes 2234 limited 983 no 881,,,,,waterstones,,1012xe,kalverstraat 152,,,,,,book,,httpswwwwaterstonescombookshopsamsterdam,4.89098,,msa 09001900 su 10301800,,,,httpwwwwaterstonescomwaterstoneswebnavigatedoppageid200010,,,,,buy,,,,price high side,,,waterstones,,,waterstones,,book,,no,,,,,,,,,,,,,,,,,,
35,nieuwendijk,,,,gebr niemeijer,,,frenchstyle bakery with pastry croissant bread sandwich all bake fresh on premise open for breakfast and lunch eatin or takeaway bring the kid and eat in the small playroom upstairs,52.378173,,yes 10 no 9 yes 3 x x x,,,,,gebroeders niemeijer,,1012ma,nieuwendijk 35,,,,,,bakery,,,4.895704,,tufr 08151830 sa 08301700 su 09001700,,yes,,httpwwwgebroedersniemeijernl,,,,,eat,31 20 7076752,,,€611,httpswwwgebroedersniemeijernl,,,,,gebroeders niemeijer,,bakery,lunch,no,,,,,,familyfriendly,cheap,,,,,,,,,,,
183,nieuwendijk,,,,van der linde,,,know for it whip cream,52.374908,,x x x yes 72 no 22 unisex 2 yes 2234 limited 983 no 881,,,,,banketbakkerij van der linde,,1012mg,nieuwendijk 183,,,,,,bakery,,,4.89424,,m 13001700 tuth 11001745 f 09001745 sa 09001700 su 12001700,,,no,,,,,,eat,31 20 6248213,,,a small ice cream cost €1 a big one €2,,,,,,banketbakkerij van der linde,,bakery,dessert,no,,,,,,casual,cheap,,,,,,,,,,,
2,nieuwendijk,,,,zomerijswinterkost,,,zomerijswinterkost mean summer ice cream and winter food they have all the flavor you can think of and can even make a flavor on demand but you have to tell the owner one or two day in advance all the ice cream be homemade with natural ingredient for a reasonable price in the winter typical dutch winter food be serve like mash potato with cabbage and smoke sausage,52.37884,,x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 x yes 2234 limited 983 no 881,,,,,joselito tapa,,1012mk,nieuwendijk 4,,,,spanish,,,,,4.89461,,,,,,,,,,,eat,,restaurant,,,httpsjoselitonl,restaurant,,,spanish,joselito tapa,,,dinner,no,,,,,,casual,,,,,,,,,,,,
60,zeedijk,,,,bird,,,very crowd little snack bar with thai food not to be confuse with the restaurant of the same owner on the other side of the street try the chicken in oyster sauce,52.37477,,x x yes 2234 limited 983 no 881,,,,,bonne,,1012ba,zeedijk 72,,,,,,clothes,,,4.9008,,13002200 daily,,,,httpwwwthaibirdnl,,,,,eat,31 20 6201442,,,€1217,,,,,,bonne,,clothes,lunch,no,,,,,,casual,cheap,,,,,,,,,,,
60,zeedijk,,,,kamyin,,,kamyin be a remarkably popular chinesesurinamese restaurant because of it low price and superfast service the food be absolutely delicious and some menu go for a low a €6 service be nearly instant but dont expect a romantic set coke be hand out in can it very noisy and the light be unflattering the area near the window give a bit of a quieter atmosphere than the back so come early for a well seat however dont judge this place for something it doesnt try to be for a cheap and fast joint it unmatched try the sichuan peking duck if youre into chinese and into spicy food or the nasi moksi meti chicken pork and rice for surinamese wash it down with a fernandes surinamese soft drink,52.37477,,x x yes 2234 limited 983 no 881,,,,,bonne,,1012ba,warmoesstraat 68,,,,,,clothes,,,4.9008,,,,,,,,,,,eat,31 20 6253115,,,€712,,,,,,bonne,,clothes,dinner,no,,,,,,casual,cheap,,,,,,,,,,,
115117,zeedijk,,,,new king,,,slowly become an institution this hugely popular mandarin chinese restaurant seem to have found a perfect balance between food price and ambiance the food be authentically chinese delicious fresh and quickly serve and all of that for a bargain service be fast and rush but it doesnt feel like a snack bar it have a stylish interior and it still one of those place you could bring a date to the big problem be that everyone seem to know this place so it somewhat crowd and noisy and youll probably have to wait outside for a seat to become available when you get in order the oyster theyre a hit,52.37362,,x x x yes 2234 limited 983 no 881,,,,,new king,,1012av,zeedijk 115,,,,chinese,,,,,4.90028,,11002230 daily,,,,httpwwwnewkingnl,,,,,eat,31 20 625 2180,restaurant,,€1520,,restaurant,,,chinese,new king,,,dinner,3 star,,,,,,chic,medium,,,,,,,,,,,
1,binnen bantammerstraat,,,,ocha,,,this use to be just the little thai snackbar around the corner but since a rave review in the local newspaper het parool big crowd be wait in line to get seat during dinnertime the scenery be simple and the restaurant be very small and cramped however the hype be all about the food which be absolutely mouthwatering they have the usual thai fare but the dish to go for be the massaman curry their specialty,52.37404,,x x x x yes 2234 limited 983 no 881,,,,,ocha,,,binnen bantammerstraat 1,,,,thai,,,,,4.90185,,tusu 16002230,,,,,,,,tusu 16002200,eat,31 20 625 9958,restaurant,,€15,,restaurant,,,thai,ocha,tusu 16002200,,dinner,no,,,,,,casual,medium,,,,,,,,,,,
49,warmoesstraat,,,,pasta pasta,,,serf delicious pasta make just a you want them choose a sauce top and pasta for a tasty but wellpriced meal,52.3753879,,x x wlan 431 yes 64 no 20 x x,,,,,pasta pasta,,1012hw,warmoesstraat 49,,,,italian,,,,,4.8983495,,suth 11000100 f sa 11000300,,,,httpswwwfacebookcompagespastapastaamsterdam170100713173330,,,,,eat,31 20 331 1199,restaurant,,€490,httpspastapastanl,restaurant,,,italian,pasta pasta,,,dinner,2 star,,,,,,casual,cheap,,,,,,,,,,,
26,oudebrugsteeg,,,,rapper,,,offer delicious sandwich in freshly bake wrap and salad with a selection of home sauce price vary from €395 for vegetarian wrap to €595 for blackangus entrecôte wrap,52.37604,,x x,,,,,de kroon,,1012jp,30 oudebrugsteeg,,,,,,cannabis,,,4.89597,,,,,,,,,,,eat,,,,vegetarian wrap €395 blackangus entrecôte wrap €595,,,,,,de kroon,,cannabis,lunch,no,,,,,,casual,cheap,,,,,,,,,,,
23,peperstraat,,,,greetje,,,traditional dutch alongside french classic locate in an historic building on a quiet side street near central station it off the beaten track so most of the diner be local open 6 day a week not monday a reservation be usually necessary,52.371581,,x x x yes 2234 limited 983 no 881,,,yes,,greetje,,1011tj,peperstraat 2325,,,,dutchfrench,,,,,4.907678,,,,,,httpwwwrestaurantgreetjenl,,,,,eat,31 20 7797450,restaurant,,,,restaurant,,,dutchfrench,greetje,,,dinner,no,,,,,,intimate,,,,,,,,,,,,
291b,spuistraat,,,,kantjil de tijger,,,great spice and meat dish indianindonesian food try the nasi goreng rames,52.36924,,x x x x yes 2234 limited 983 no 881,,,yes,,kantjil de tijger,,1012vs,spuistraat 291,,,,indonesian,,,,,4.88909,no,,,,,,,,,,eat,,restaurant,,,httpskantjilnl,restaurant,,,indonesian,kantjil de tijger,,,dinner,no,,,,,,casual,,,,,,,,,,,,
4,jodenbreestraat,rembrandt house,,,rembrandt corner,,,the house where rembrandt van rijn live,52.369426,,x x yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 x x x yes 2234 limited 983 no 881,nlrembrandthuis,,,,rembrandthuis,museum not fully accessible but the exhibition be accessible by lift,1011nk,jodenbreestraat 2,,,,,,,categoryrembrandt house museum,,4.901157,yes,,,,,,,,,tusu 10001800,eat,31 20 520 0400,museum,,,httpswwwrembrandthuisnl,museum,,,,rembrandthuis,tusu 10001800,,,no,,,,,,no,,,,,,,,,,,,
15,jodenbreestraat,,,,tonys ny city bagel,,,oversized cup of coffee muffin and bagel muffin brownie giant cooky cheesecake and bagel spread with various topping be serve at reasonable price to a clientèle that be a mix of local and tourist american theme there be 3 location in the city,52.369082,,x x yes 217 no 4 x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 72 no 22 unisex 2 yes 2234 limited 983 no 881,,,,,tonys new york city bagel,,1011ng,jodenbreestraat 15,,,,american,,,,,4.903025,yes,,,,yes,httpwwwtonysnycitybagelsnl,,,,mofr 08001800 sa 08301800 su 09001300,eat,31 20 421 5930,cafe,,,,cafe,,,american,tonys new york city bagel,mofr 08001800 sa 08301800 su 09001300,,brunch,no,,,,,,casual,,,,,,,,,,,,
,,,,,samhoud place,,,this modern place be recently award with 2 michelin star make it one of only 2 restaurant in amsterdam to claim that recognition excellent service high quality modern cooking and although perhaps subject to taste a contemporary design interior wednesday to sunday it also serf lunch close on monday call ahead,,,,,,,,,,,oosterdokskade 5,,,,,,,,,,,,,,,httpwwwsamhoudplacescom,,,,,eat,31 20 2602094,,,€130 for 3 course,,,,,,,,,lunch,2 star,,,,,,chic,expensive,,,,,,,,,,,
457,singel,,,,blue,,,the sell point of this cafe be it 360 degree view over amsterdam it interior be minimalist and stylish a great place to have a dutch cup of coffee while take in the view unfortunately it only open at daytime a evening be reserve for private event,52.367425,,x x x x yes 2234 limited 983 no 881,nlkalverpassage,,yes,,kalverpassage,,1012wp,3f kalvertoren singel 457,,,,,,mall,,,4.891445,yes,m 11001830 tu w f sa 10001830 th 10002100 su 12001830,,,,httpwwwblueamsterdamnl,,,,,drink,31 20 4273901,yes,kalvertoren,,httpswwwkalverpassagenl,yes,,,,kalverpassage,,mall,,no,,,,coffee,nothin,chic,,,,,,,,,,,,
20,nieuwe doelenstraat,,,,de jaren,,,a minimal artdeco interior next to hotel deurope and a great view of where all the main canal come together climb the stair to the upper floor the view be well and the crowd surprisingly thinner food be middle and on the pricy side but it a nice place to sip a cup of coffee or tea and read a newspaper,52.36803,,x wlan 431 yes 64 no 20 x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 x yes 2234 limited 983 no 881,nlde jaren,,,,de jaren,,1012cp,nieuwe doelenstraat 2022,,,,,,,,,4.89524,,,,,,httpwwwcafedejarennl,yes,,,mosu 09002300,drink,31 20 6255771,restaurant,,,httpswwwcafedejarennl,restaurant,,,,de jaren,mosu 09002300,,,no,,,,coffee,,chic,,,,,,,,,,,,
124,valkenburgerstraat,,,,filter,,,small ecofriendly coffeebar situate in the lobby of hotel ecomama serf great coffee breakfast and a small selection of sweet and savoury treat also organic tea juice and the best grilledcheese sandwich have a relaxed morning on the sunny terrace or enjoy art by start dutch artist,52.36971,,x x,,,,,ecomama,,1011na,valkenburgerstraat 124,,,,,,,,,4.90692,,8001700,,,,httpwwwfilteramsterdamnl,,,,,drink,31 20 770 9529,hostel,,,httpswwwecomamahotelcom,hostel,,,,ecomama,,,,no,,,,coffee tea,,intimate,,,,,,,,,,,,
4,dijksgracht,,recommend,,hannekes boom,,,one of amsterdam hidden secret hannekes boom be a cosy somewhat ramshackle bar with a waterfront along the ij it a great place to just hang out and have a beer not for clubbers but for those look for a relax underground atmosphere and live music it be centrally locate but off the tourist path so it have a local feel to it outdoor seat be available but you have to order your drink inside if you want to eat make a reservation in advance though the food be nothing special,52.37626,,x x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 36 recommend 14 require 8 no 4 x yes 2234 limited 983 no 881,,,,,hannekes boom,,1019bs,dijksgracht 4,,,,international,,,,,4.91155,,suth 11000100 f sa 11000300,,,,httpwwwhannekesboomnl,,,,mothsu 11000100 frsa 11000300,drink,31 20 419 9820,restaurant,,,httpshannekesboomnl,restaurant,,,international,hannekes boom,mothsu 11000100 frsa 11000300,,,no,,,,beer,jazz,casual,,,,,,,,,,,,
,,,,,brouwerij de prael,,,a brewery taste room and beer shop all in one,52.37534,,x x,,,,,brouwerij de prael,,,oudezijds voorburgwal 2630,,,,,,,,,4.89964,,beer shop 12001900 taste room tusa 12002400 su 12002300,,,,httpdepraelnl,,,,,drink,31 20 4084469,bar,,brewery tour €750 or €1650 beer taste with four beer €10,,bar,,,,brouwerij de prael,,,,no,,,,beer,,casual,medium,,,,,,,,,,,
3,raamsteeg,,,,crack kettle,,,this beer wine and spirit shop carry independent unique and rare bottle the staff be friendly but the space be quite confine and obtain bottle from the very top shelf require assistance and a dust rag,52.37017,,x x yes 2234 limited 983 no 881,,,,,scissorhands,,1012vz,raamsteeg 3,,,,,,hairdresser,,,4.8887,,12002200 daily,,,,httpwwwcrackedkettlecom,,,,,drink,,,,,,,,,,scissorhands,,hairdresser,,no,,,,beer,,cozy,,,,,,,,,,,,
125,paleisstraat,,,,de bierkoning,,,not a café but a supermarket specialized in beer it have over a thousand beer about half of it dutch,52.37229,,wine 2 beer 1 coffee tea 1 x x x x yes 2234 limited 983 no 881,,,yes,,de bierkoning,,1012zl,paleisstraat 125,,,,,,alcohol,,,4.88987,,,,,,httpwwwdebierkoningnl,,,,mosa 11001900 su 13001800,drink,31 20 625 2336,,,,httpsbierkoningnl,,,,,de bierkoning,mosa 11001900 su 13001800,alcohol,,no,,,,beer,none,casual,,,,,,,,,,,,
1b,kolksteeg,,,,in de wildeman,,,a very well stock beer café or actually beer taste room bierproeflokaal in the centre of the inner city 17 beer usually from various country and a cider on draught and about 250 different bottle beer offer there be no music played which make for a very friendly and talkative atmosphere and it have a separate nonsmoking room,52.37617,,x x,,,,,qq,,1012pt,kolksteeg 3,,,,,,convenience,,,4.89513,,,,,,httpwwwindewildemannl,,,,,drink,31 20 6382348,,,,,,,,,qq,,convenience,,no,,,,beer,none,casual,,,,,,,,,,,,
21,damstraat,,,,wynand fockink,,,wynand fockink be a distillery that start in 1679 they offer distillery tour but you must reserve at least a week in advance a they fill up quickly it be also a taste room and a liquor store they have numerous liquor brandy and jenevers and encourage you to try them all it be traditional to stoop and sip the first drink and not spill great liquor and a good time in the back alley of amsterdam,52.37224,,x x yes 2234 limited 983 no 881,,,,,carne argentina,,1012jl,pijlsteeg 31,,,,,,,,,4.89537,,,,,,httpwwwwynandfockinknl,,,,,drink,31 20 6392695,restaurant,,,,restaurant,,,,carne argentina,,,,no,,,,liquor,traditional,intimate,,,,,,,,,,,,
2,gravenstraat,,,,belgique,,,one of the small bar in amsterdam there be seat for at most 15 people specialise in belgian beer extensive menu that include some hard to find beer on tap this place be smoke friendly so dont be surprised to see people roll joint a they drink,52.37434,,x yes 6 various 2 heineken 1 grolsch 1 bavaria 1 various local 1 amstel 1 asahi 1 breweryhertogjan 1 yes various 1 x x x x,,,,,café belgique,,1012nm,gravenstraat 2,,,,,,,,,4.89304,,14000100 daily,,,,httpcafebelgiquenl,,,,suwe 16002300 thsa 16000100,drink,31 20 6251974,pub,,,httpswwwcafebelgiquenl,pub,,,,café belgique,suwe 16002300 thsa 16000100,,,no,,,,beer,none,intimate,,,,,,,,,,,,
,,,,,cuba,,,great bar really nice atmosphere close to the red light district with a nice terrace in the summer selection of cheap cocktail and long island ice tea,52.37268,,x x,,,,,café cuba,,,nieuwmarkt 3,,,,,,,,,4.90106,,,,,,,,,,,drink,,cafe,,,,cafe,,,,café cuba,,,,no,,,,cocktail,,casual,,,,,,,,,,,,
4,raamsteeg,,,,gollem,,,a special beer café serve many beer especially from belgium germany czech republic and other country,52.37029,,x yes 1 x x yes 2234 limited 983 no 881,,,,,cafe gollem,,1012vz,raamsteeg 4,,,,,,,,,4.88869,,,,,,httpwwwcafegollemnl,,,,,drink,31 6 53780273,pub,,,httpscafegollemnl,pub,,,,cafe gollem,,,,no,,,,beer,,casual,,,,,,,,,,,,
5,nieuwe doelenstraat,,,,katoen,,,close to the southern part of the canal district alternative music and cosy atmosphere also in the evening,52.36782,,x yes 2234 limited 983 no 881,,,,,hotel résidence le coin,,1012cp,oude turfmarkt 153,,,,,,,,,4.89408,,,,,,httpcafekatoennlen,,,,,drink,31 20 6262635,hotel,,,,hotel,,,,hotel résidence le coin,,,,no,,,,beer,indie,intimate,,,,,,,,,,,,
11,oudezijds kolk,,,,molly malone irish pub,,,authentic irish pub with food mix of expatriate local and tourist friendly staff situate on a canal off the zeedijk close to centraal station and warmoesstraat open every night live music in the weekend and largescreen television,52.37612,,x yes 2234 limited 983 no 881,,,,,france hotel,,1012al,oudezijds kolk 9,,,,,,,,,4.90148,,,,,,httpwwwmollyinamsterdamcom,,,,,drink,31 20 6241150,hotel,,,,hotel,,,,france hotel,,,,no,,,,beer,folk,casual,,,,,,,,,,,,
189,spuistraat,,,,schuim,,,the super comfy cafe be a great place to spend entire rainy day at a time it heat up quite a bit at night pot smoking seem to be tolerate even though schuim be definitely not a coffeeshop,52.37209,,x x x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 yes 2234 limited 983 no 881,,,yes,,schuim,,1012vn,spuistraat 189,,,,,,,,,4.88963,no,,,,,,,,outside,suth 12000100 frsa 12000300,drink,31 20 6389357,pub,,,,pub,,,,schuim,suth 12000100 frsa 12000300,,,no,,,,coffee,reggae,casual,,,,,,,,,,,,
2563,nieuwezijds voorburgwal,,,,speijk,,,awesome bar with lose of fun artsy crazy local various dj play different style open till late in the morning best place to meet laidback and awesome amsterdammers,52.37182,,x x x x yes 2234 limited 983 no 881,,,,,diep,,1012rs,nieuwesijdsvoorburgwal 260,,,,,,,,,4.89033,,,,,,,,,,sutu th 17000100 we 09000100 frsa 17000300,drink,31 20 420 2020,cafe,,,httpscafediepbusinesssite,cafe,,,,diep,sutu th 17000100 we 09000100 frsa 17000300,,,no,,,,beer,electronic,casual,,,,,,,,,,,,
83,rokin,cafe de paris,,,the tara irish pub,,,quite a large irish pub but it feel homey and cosy the crowd be fairly mixed with expat tourist and the occasional local student two pool table be available bar food be serve but it rather expensive and portion be small,52.370349,,x x yes 2234 limited 983 no 881,,,,,café de paris,,1012kl,rokin 8589,,,,,,,,,4.893094,,suth 11000100 fsa 11000300,,,,httpwwwthetaracom,,,,,drink,31 20 4212654,restaurant,,,,restaurant,,,,café de paris,,,,no,,,,beer,folk,casual,,,,,,,,,,,,
41,spuistraat,,,,bitterzoet,,,this place use to be alternative but change ownership and be now more hip hop and rb orient check their agenda to see what theyre do,52.37739,,x x x yes 2234 limited 983 no 881,,,yes,,day foodbar,,1012ts,spuistraat 2,,,,,,,,,4.89414,,,,,,httpwwwbitterzoetcom,,,,,drink,,restaurant,,,httpdaysfoodbareu,restaurant,,,,day foodbar,,,,no,,,,,hiphop,chic,,,,,,,,,,,,
133,warmoesstraat,,,,winston kingdom,,,music venue and nightclub in the red light district,52.37387,,x x,,,,,de bakkerswinkel,,1012jb,warmoesstraat 131,,,,,,,,,4.89611,,,,,,httpwwwwinstonnl,,,,,drink,,cafe,,,,cafe,,,,de bakkerswinkel,,,,no,,,,beer,rock,intimate,,,,,,,,,,,,
27,oudebrugsteeg,,,,420 cafe,,,know for their low price,52.37593,,x x x,,,,,420 cafe,,,oudebrugsteeg 27,,,,,,cannabis,,,4.89592,,,,,,httpwww420cafecom,,,,,drink,31 20 6234848,cafe,,,,cafe,,,,420 cafe,,cannabis,,no,,,,soft drink,,casual,,,,,,,,,,,,
1214,jonge roelensteeg,,,,abraxas,,,,52.37211,,x x x x,,,,,abraxas,,1012pl,jonge roelensteeg 1214,,,,,,cannabis,,,4.89122,,10000100 daily,,,,httpwwwabraxastv,,,,mosu 08000100,drink,31 20 6255763,,,,httpswwwabraxastv,,,,,abraxas,mosu 08000100,cannabis,,no,,,,wine,folk,no,,,,,,,,,,,,
71,sint antoniesbreestraat,,,,bluebird,,,one of the best selection of pot in amsterdam,52.36994,,x yes 19 no 3 remove 1 x wlan 431 yes 64 no 20 x x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 yes 368 no 41 only 25 x yes 2234 limited 983 no 881,,,,,bluebird coffeeshop,,1011hb,sint antoniesbreestraat 71,,,yes,coffeeshop,,,,,4.90085,,09300100 daily,,,,httpwwwcoffeeshopbluebirdnl,,,separate,mosu 09300100,drink,31 20 6225232,cafe,,,httpwwwcoffeeshopbluebirdnl,cafe,,,coffeeshop,bluebird coffeeshop,mosu 09300100,,,no,,,,beer,,casual,,,,,,,,,,,,
17a,handboogstraat,,,,de dampkring,,,bought out pink floyd and renovate it the shop be feature in a scene in ocean twelve very decent hashish rifman product rather high price have won the cannabis cup numerous time,52.36796,,x x x x x yes 2234 limited 983 no 881,,,,,cannibale royale handboogstraat,,1012xm,handboogstraat 29,,,,,,,,,4.89034,,10000100 daily,,,,,,,,suth 18000100 frsa 18000200,drink,31202337160,restaurant,,,httpswwwcannibaleroyalenl,restaurant,,,,cannibale royale handboogstraat,suth 18000100 frsa 18000200,,,no,,,,beer,rock,chic,,,,,,,,,,,,
16,oudebrugsteeg,,,,the grasshopper,,,on the edge of the red light district have an upperfloor bar,52.37546,,x x x,,,,,the grasshopper,,1012jp,nieuwezijds voorburgwal 59,,,,,,,,,4.89747,,suth 08000100 f sa 07000100,,,,httpgrasshoppernl,,,,,drink,31 20 626 1259,restaurant,,,httpswwwthegrasshoppernl,restaurant,,,,the grasshopper,,,,no,,,,cocktail,jazz,chic,,,,,,,,,,,,
191,oudezijds voorburgwal,,,,green house,,,usually pretty crowd but when warm or if you can get a seat definitely one of the nice coffeeshops near the red light district also have a bar next door,52.37146,,wlan 431 yes 64 no 20 x x x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 yes 368 no 41 only 25 x yes 2234 limited 983 no 881,,,,,green house,,1012ew,oudezijds voorburgwal 191,,,yes,,,cannabis,,,4.89574,,09000100 daily,,,,httpgreenhousetm,,,no,mosu 09000100,drink,31 20 6271739,,,,httpswwwgreenhouseorg,,,,,green house,mosu 09000100,cannabis,,no,,,,coffee,,casual,,,,,,,,,,,,
